Depth	Name	Value	Visits	Parent_Name	Game_State	Game_Features	Game_State_Heuristic	Action_Name	Best_Action
0	Node_1	0.00	272	None	games.catan.CatanGameState@69f90d45	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	None	p0 accepts trade (p0 to p3 : 1 GRAIN for 0 LUMBER)
1	Node_2	0.00	90	Node_1	games.catan.CatanGameState@a23ac0a3	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	(Deep 0) p0 counter-offers trade	(Deep 1) p0 counter-offers trade: 1 resources to be offered.
1	Node_3	0.00	91	Node_1	games.catan.CatanGameState@d51c46dc	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 rejects trade	DoNothing
1	Node_4	0.00	91	Node_1	games.catan.CatanGameState@70a49dc3	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 accepts trade (p0 to p3 : 1 GRAIN for 0 LUMBER)	p0 plays Dev:KNIGHT_CARD
2	Node_5	0.00	89	Node_2	games.catan.CatanGameState@306c80a7	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	(Deep 1) p0 counter-offers trade: 1 resources to be offered.	(Deep 2) p0 counter-offers trade: 1 for 1
2	Node_6	0.00	30	Node_3	games.catan.CatanGameState@6aeed2f4	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.006}	0.200	DoNothing	(Deep 0) Trade p1 to ?
2	Node_7	0.00	30	Node_3	games.catan.CatanGameState@19877120	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 plays Dev:KNIGHT_CARD	p0 moves robber to x=3 y=4
2	Node_8	0.00	30	Node_3	games.catan.CatanGameState@86e30751	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	(Deep 0) Trade p0 to ?	(Deep 1) Trade p0 to p3: X ? for Y ?
2	Node_9	0.00	45	Node_4	games.catan.CatanGameState@bb35e332	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	DoNothing	DoNothing
2	Node_10	0.00	45	Node_4	games.catan.CatanGameState@6308c0aa	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 plays Dev:KNIGHT_CARD	p0 moves robber to x=3 y=4
3	Node_11	0.00	44	Node_5	games.catan.CatanGameState@d07c246c	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	(Deep 2) p0 counter-offers trade: 1 for 2	p0 plays Dev:KNIGHT_CARD
3	Node_12	0.00	44	Node_5	games.catan.CatanGameState@e12008ae	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	(Deep 2) p0 counter-offers trade: 1 for 1	DoNothing
3	Node_13	0.00	10	Node_6	games.catan.CatanGameState@79fde269	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	DoNothing	(Deep 0) Trade p2 to ?
3	Node_14	0.00	10	Node_6	games.catan.CatanGameState@75eb2ea6	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	(Deep 0) Trade p1 to ?	(Deep 1) Trade p1 to p0: X ? for Y ?
